Recept ID,Receptnév,Elkészítése,Kép,Szenhidrat_g,Feherje_g,Zsir_g,Recept_Skálázhatóság,,
242,Shakshuka,"1. Alapanyagok előkészítése:
o A vöröshagymát pucold meg és vágd apró kockákra.
o A fokhagymát pucold meg és zúzd össze vagy aprítsd finomra.
o A kaliforniai paprikát mosd meg, csumázd ki, és vágd kb. 1-1,5 cm-es kockákra.
o A cukkinit mosd meg és vágd hasonló méretű kockákra, mint a paprikát.
o A paradicsomot mosd meg és vágd kockákra. (Ha zavar a héja, forrázás után le is húzhatod.)
o A friss petrezselyemzöldet mosd meg és aprítsd fel. Egy részét tedd félre a tálaláshoz.
o Ha friss chilit használsz, azt is aprítsd fel.
2. Zöldséges szószalap elkészítése:
o Egy közepes méretű, lehetőleg fedővel rendelkező serpenyőben hevítsd fel a kókuszzsírt közepes lángon.
o Add hozzá az aprított vöröshagymát, és dinszteld üvegesre, kb. 3-4 perc alatt.
o Add hozzá a zúzott fokhagymát és a chilit (ha használsz frisset vagy port/pelyhet), majd pirítsd még 1 percig, amíg illatosak lesznek.
o Tedd a serpenyőbe a felkockázott kaliforniai paprikát és cukkinit. Sózd, borsozd meg enyhén, majd párold közepes lángon kb. 5-7 percig, időnként megkeverve, amíg kezdenek puhulni.
o Add hozzá a felkockázott paradicsomot, az őrölt római köményt és a fűszerpaprikát. Keverd össze alaposan. Ha szükséges, adj hozzá 1-2 evőkanál vizet, hogy ne legyen túl sűrű. Szórd meg egy kevés aprított petrezselyemmel.
o Fedd le (ha van fedőd, ha nincs, egy nagyobb tányér is megteszi), és főzd alacsony-közepes lángon kb. 10-15 percig, amíg a zöldségek teljesen megpuhulnak és a szósz kissé besűrűsödik. Időnként keverd meg. Kóstold meg, és ha kell, igazíts az ízesítésen (só, bors, fűszerek).
3. Tojások hozzáadása (pošírozás a szószban):
o Ha a zöldséges szósz elkészült, egy kanál hátuljával alakíts ki két kis mélyedést a szószban.
o Óvatosan üsd bele a tojásokat a mélyedésekbe, egyiket az egyikbe, másikat a másikba. Próbáld meg a sárgáját egészben tartani.
o Enyhén sózd és borsozd meg a tojások tetejét.
o Vedd a lángot alacsonyra, tedd vissza a fedőt a serpenyőre, és főzd így kb. 5-8 percig, vagy amíg a tojásfehérje megszilárdul, de a sárgája még folyós marad (vagy amilyen állagúra szereted).
4. Tálalás:
o Óvatosan szedd tányérra a shakshukát, vagy tálald közvetlenül a serpenyőből (ha alkalmas rá).
o Szórd meg a félretett friss, aprított petrezselyemzölddel.
o Friss kenyérrel, pitával vagy bagettel kínáld, amivel a finom szaftot és a tojássárgáját ki lehet tunkolni (ezek nem részei az alapreceptnek).",https://drive.google.com/thumbnail?id=1ew_bNDy8Hpj0gDF-7sUc2nf4NSrJay-G,13,16,15,Nem skálázható,,
243,"Sonkába tekert pulykamell juhtúróval töltve, quinoával","1. Köret előkészítése (quinoa főzése):
o A 40 g quinoát alaposan, többször öblítsd át hideg vízzel egy sűrű szövésű szűrőben, hogy eltávolítsd a természetes kesernyés bevonatát (szaponin).
o Tedd egy kisebb lábasba, öntsd fel kétszeres mennyiségű vízzel (kb. 80 ml), és adj hozzá egy csipet sót (elhagyható).
o Forrald fel, majd vedd a lángot a legalacsonyabbra, fedd le, és párold kb. 12-15 percig, vagy amíg a quinoa megpuhul és az összes vizet felszívja (kis ""csírák"" jelennek meg a szemek körül).
o Ha kész, húzd le a tűzről, és hagyd lefedve állni még 5 percig. Ezután villával óvatosan lazítsd fel.
2. Alapanyagok előkészítése (pulykamell):
o Pulykamell: Ha a pulykamellfilé vastagabb, vágd félbe horizontálisan, hogy vékonyabb szeleteket kapj. Klopfold ki óvatosan két fólia között kb. 0,5 cm vastagságúra. Sózd és borsozd mindkét oldalát enyhén.
o Töltelék: Egy kis tálban törd össze villával a juhtúrót. Keverd hozzá az apróra vágott snidlinget vagy újhagyma zöldjét. Ízlés szerint borsozhatod (a juhtúró már sós lehet).
o Sonka: Terítsd ki a fekete erdei sonka szeleteket egy vágódeszkára, kissé átfedve egymást, hogy egy téglalapot alkossanak, amibe majd a pulykatekercset be tudod csomagolni.
3. Pulykamell megtöltése és becsomagolása:
o Kend el egyenletesen a juhtúrós-zöldfűszeres tölteléket a kiterített pulykamellszelet(ek)en, egy kis peremet szabadon hagyva a széleken.
o Óvatosan tekerd fel szorosan a pulykamellszelet(ek)et, hogy a töltelék belül maradjon.
o Helyezd a feltekert pulykamellet az előkészített sonkalapra (a sonka szélére), majd a sonkával együtt tekerd tovább, hogy a sonka teljesen beborítsa a pulykatekercset. A sonka segít egyben tartani a tekercset és extra ízt ad. Szükség esetén fogvájóval rögzítheted.
4. Sütés:
o Melegítsd elő a sütőt 180-200°C-ra (légkeverésesnél 180°C).
o (Opcionális elősütés a szebb színért): Egy serpenyőben hevíts fel egy nagyon kevés olajat (vagy használd a sonka saját zsírját), és közepesen magas lángon süsd elő a sonkába tekert pulykamellet minden oldalról 1-2 percig, amíg a sonka kissé megpirul. Ezután tedd át egy sütőformába.
o Helyezd a sonkás pulykatekercs(ek)et (az illesztéssel lefelé) egy enyhén kiolajozott kisebb hőálló tálba vagy tepsire.
o Süsd az előmelegített sütőben kb. 20-30 percig. A sütési idő függ a tekercs vastagságától. Ellenőrizd, hogy a pulykamell teljesen átsült-e (a belső hőmérséklete elérje a 74°C-ot). Vigyázz, ne süsd túl, hogy szaftos maradjon!
5. Pihentetés és tálalás:
o Vedd ki a sült pulykatekercset a sütőből, lazán fedd le alufóliával, és hagyd pihenni kb. 5-10 percig szeletelés előtt. Ez segít, hogy a hús szaftosabb maradjon.
o Szeleteld fel kb. 1,5-2 cm vastag szeletekre, vagy tálald egészben a főtt quinoával.
o Forrón kínáld.",https://drive.google.com/thumbnail?id=1qbOjIIoBrllqnvBSq5NGKO6j4jRM3qc5,27,56,14,Nem skálázható,,
244,"Sonkás ""Club"" Szendvics Salátalevélben (kenyér mellé)","1. Előkészítés:
o A teljes kiőrlésű kovászos kenyérszeletet pirítsd meg kenyérpirítóban vagy száraz serpenyőben ropogósra. Ha szeretnéd, vágd félbe vagy háromszögekre.
o A salátaleveleket alaposan mosd meg és töröld szárazra.
o A paradicsomot mosd meg és vágd vékony szeletekre.
2. ""Szendvics"" összeállítása a salátalevélben:
o Terítsd ki a megmosott, nagyméretű salátaleveleket. Ezek fognak ""szendvicsként"" vagy tálkaként funkcionálni.
o A pulykamell sonka szeleteket (esetleg megkenve egy nagyon vékony réteg dijoni mustárral, vagy a mustárt a salátalevélre kenve) helyezd a salátalevelekre.
o Rétegezd rá a paradicsomszeleteket.
o Ízlés szerint sózd és borsozd meg a tölteléket.
o Ha a salátalevelek elég nagyok és hajlékonyak, megpróbálhatod őket kissé batyuszerűen vagy tekercsszerűen összefogni a töltelék körül.
3. Tálalás:
o Helyezd a salátalevélbe ""csomagolt"" vagy rétegzett sonkás-paradicsomos alapot egy tányérra.
o Kínáld mellé a pirított kovászos kenyeret. A maradék dijoni mustárt is adhatod mellé mártogatósnak vagy a kenyérre kenve.
o Azonnal fogyaszd.",https://drive.google.com/thumbnail?id=1v4Yr1Ht6l3-EUW-7t2PGUL-RX9Q-KJFg,22,24,4,Nem skálázható,,
245,Sonkás Rántotta Paprikával és Kovászos Pirítóssal,"1. Előkészítés:
o A pulykamell sonkát és a paprikát vágd apró kockákra.
o A tojásokat egy kis tálban verd fel villával. Ízesítsd sóval és frissen őrölt fekete borssal.
o A kenyérszeletet pirítsd meg kenyérpirítóban vagy száraz serpenyőben ropogósra.
2. Rántotta sütése:
o Egy közepes méretű, tapadásmentes serpenyőben hevítsd fel a kókuszolajat közepes lángon.
o Add hozzá az apróra kockázott pulykamell sonkát és paprikát. Pirítsd együtt kb. 3-4 percig, amíg a paprika kissé megpuhul és a sonka enyhén megpirul.
o Öntsd a felvert, fűszeres tojásokat a serpenyőbe a sonkás-paprikás alapra.
o Süsd közepes lángon, és egy spatulával óvatosan kevergesd át, hogy rántotta állagú legyen. Süsd addig, amíg a tojás a kívánt mértékben megszilárdul (kb. 2-3 perc).
3. Tálalás:
o Az elkészült sonkás-paprikás rántottát tálald a friss pirítós mellé.
o Azonnal, melegen fogyaszd.",https://drive.google.com/thumbnail?id=1EzfPmCc5UPW2RnR0f4Ma6uhlt61nK2-w,14,23,17,Skálázható,,
246,Sonkás csirkemellfasírt,"1. Alapanyagok előkészítése:
o A vöröshagymát pucoljuk meg és aprítsuk nagyon finomra, vagy reszeljük le.
o A fokhagymát pucoljuk meg és zúzzuk össze vagy reszeljük le.
o A teljes kiőrlésű kenyeret áztassuk be egy kevés vízbe vagy zsírszegény növényi tejbe pár percre, majd alaposan nyomkodjuk ki belőle a felesleges folyadékot. Tépkedjük apró darabokra.
o A sovány sonkát vágjuk nagyon apró kockákra.
o (Opcionális: Az aprított vöröshagymát és fokhagymát egy tapadásmentes serpenyőben, minimális vízen megdinsztelhetjük puhára, majd hagyjuk kihűlni. Ez lágyabb ízt ad.)
2. Fasírtmassza összeállítása:
o Egy tálban alaposan keverjük össze a darált sovány csirkemellet, a kinyomkodott, szétmorzsolt kenyeret, az egész tojást (vagy annak módosított mennyiségét a makrókhoz igazodva), a finomra aprított (nyers vagy dinsztelt és kihűlt) vöröshagymát és fokhagymát.
o Adjuk hozzá az apróra vágott sonkát, az őrölt fűszerpaprikát. Ízesítsük sóval és frissen őrölt fekete borssal. Ha használunk, adjuk hozzá az aprított friss petrezselymet is.
o Kézzel alaposan dolgozzuk össze a masszát, amíg minden hozzávaló egyenletesen eloszlik, de ne gyúrjuk túl sokáig.
3. Fasírtok formázása és sütése:
o Enyhén nedves kézzel formázzunk a masszából kisebb, lapos pogácsákat (fasírtokat).
o Sütés sütőben (ajánlott a zsírszegénység miatt): Melegítsük elő a sütőt 200°C-ra (légkeverésesnél 180°C). Helyezzük a fasírtokat sütőpapírral bélelt tepsire. Süssük kb. 15-25 percig, amíg aranybarnák és teljesen átsültek. Félidőben egyszer megfordíthatjuk őket aਡੇ.
o VAGY Sütés serpenyőben (nagyon minimális zsiradékkal): Egy jó minőségű tapadásmentes serpenyőt melegítsünk fel közepes lángon. Ha szükséges, fújjuk be egy leheletnyi olajspray-vel. Helyezzük a fasírtokat a forró serpenyőbe, és süssük mindkét oldalukat aranybarnára és puhára (kb. 5-7 perc oldalanként). Ügyeljünk rá, hogy ne túl erős lángon süssük, hogy a belseje is átsüljön.
4. Tálalás:
o Forrón tálaljuk. Kínálhatjuk főzelékek mellé, friss salátával vagy párolt zöldségekkel.",https://drive.google.com/thumbnail?id=1HeXx5Dy1Hvor3OTRhRstU8XOCN4SFw4u,13,53,5,Nem skálázható,,
247,Sonkás tojásos saláta,"1. Tojás főzése:
o A tojásokat tedd egy kis lábasba, öntsd fel annyi hideg vízzel, amennyi ellepi. Forrald fel, majd a forrástól számítva főzd kb. 8-10 percig, hogy keményre főjenek.
o Ha kész, hideg víz alatt alaposan hűtsd le, majd pucold meg. Vágd cikkekre, karikákra vagy kockákra ízlés szerint.
2. Alapanyagok előkészítése (amíg a tojás fő/hűl):
o A salátaleveleket mosd meg alaposan, majd csepegtesd le, vagy salátacentrifugával szárítsd meg. Ha nagyobb levelek vannak, tépkedd őket falatnyi darabokra.
o A paradicsomot mosd meg és vágd kockákra vagy cikkekre.
o A kígyóuborkát mosd meg, és vágd vékony félkarikákra vagy kockákra. (Héját meghagyhatod, vagy le is pucolhatod.)
o A kaliforniai paprikát mosd meg, csumázd ki, távolítsd el a magokat, majd vágd vékony csíkokra vagy kisebb kockákra.
o A sonkát vágd csíkokra, kockákra, vagy tépkedd kisebb darabokra, attól függően, milyen típusú sonkát használsz.
3. Öntet elkészítése:
o Egy kis tálkában vagy pohárban keverd simára az olívaolajat, a fehérborecetet, a csipet sót és a csipet borsot egy villa vagy kis habverő segítségével.
4. Saláta összeállítása:
o Egy nagyobb salátástálban vagy közvetlenül tányérokon oszd el a salátaleveleket.
o Add hozzá a feldarabolt paradicsomot, uborkát, paprikát és sonkát.
o Helyezd rá a főtt tojás darabokat.
o Közvetlenül tálalás előtt locsold meg az egészet az elkészített öntettel.
o Óvatosan forgasd össze, hogy az öntet mindenhol bevonja a hozzávalókat, vagy hagyd, hogy mindenki maga keverje össze a tányérján.
5. Tálalás:
o Azonnal, frissen tálald. Ízlés szerint kínálhatsz mellé teljes kiőrlésű pirítóst vagy abonettet (ezek nem részei az alapreceptnek).",https://drive.google.com/thumbnail?id=1ZvrRObjqhm5A3SJ1juU_aDAFXNTD-zTV,7,35,17,Skálázható,,
248,Sonkás-Avokádós Szendvics,"1. A szelet teljes kiőrlésű kovászos kenyeret pirítsd meg kenyérpirítóban vagy száraz serpenyőben ízlés szerint ropogósra.
2. Amíg a kenyér pirul, készítsd elő a többi hozzávalót:
o Az avokádót vágd vékony szeletekre.
o A zöldhagymát aprítsd finomra.
o A bébispenótot szükség esetén mosd meg és csepegtesd le.
3. Helyezd a pirított kenyérszeletre a bébispenót leveleket.
4. Rétegezd rá a pulykamell sonka szeleteket.
5. Rendezd el a sonkán az avokádó szeleteket.
6. Locsold meg az 1 teáskanál olívaolajjal és a kevés citromlével.
7. Szórd meg az apróra vágott zöldhagymával, majd ízlés szerint sózd és borsozd.
8. Azonnal fogyaszd.",https://drive.google.com/thumbnail?id=1g3q_o6ypOc942fvWzJrwjW0Osn9RIwpu,22,16,12,Skálázható,,
249,"Sonkás-Avokádós ""Toast""","1. Kenyér pirítása: A szelet teljes kiőrlésű kovászos kenyeret pirítsd meg kenyérpirítóban vagy száraz serpenyőben ízlés szerint ropogósra.
2. Avokádókrém elkészítése: Az érett avokádó negyedének húsát tedd egy kis tálkába. Egy villa segítségével törd össze krémesre. Ízesítsd a kevés citromlével, sóval és frissen őrölt fekete borssal. Keverd össze alaposan.
3. Szendvics összeállítása:
o A pirított kenyérszeletre kend rá egyenletesen az elkészített avokádókrémet.
o Helyezd az avokádókrém tetejére a pulykamell sonka szeleteket.
4. Ízesítés és tálalás:
o Ha használsz, szórd meg egy csipet chilipaprika pehellyel. Ízlés szerint sózhatod, borsozhatod még a tetejét.
o Azonnal fogyaszd.",https://drive.google.com/thumbnail?id=1MCghi4ZTcf9uext13D-6Q5UtK2H5WzeE,21,15,7,Nem skálázható,,
250,Sonkás-Brokkolis Rántotta Kovászos Pirítóssal,"1. Alapanyagok előkészítése:
o A pulykamell sonkát vágd apró kockákra vagy csíkokra.
o A brokkoli rózsákat vágd egészen apró darabokra, hogy a rántottában gyorsan meg tudjanak puhulni.
o A teljes kiőrlésű kovászos kenyeret pirítsd meg kenyérpirítóban vagy száraz serpenyőben.
o Egy kis tálban verd fel a tojásokat villával, majd ízesítsd sóval és frissen őrölt fekete borssal.
2. Rántotta készítése:
o Egy közepes méretű, tapadásmentes serpenyőben hevítsd fel a kókuszolajat közepes lángon.
o Add hozzá az apróra vágott brokkolit, és pirítsd kb. 3-4 percig. Ha szükséges, adhatsz hozzá egy evőkanálnyi vizet, és fedő alatt párolhatod 1-2 percig, hogy biztosan megpuhuljon.
o Add a serpenyőbe az apróra vágott sonkát, és pirítsd együtt a brokkolival még 1-2 percig, amíg a sonka is kissé átmelegszik.
o Öntsd a felvert, fűszeres tojásokat a serpenyőben lévő sonkás-brokkolis alapra.
o Folyamatosan, lassú mozdulatokkal kevergesd a rántottát egy spatulával vagy fakanállal, amíg a tojás a kívánt állagúra sül.
3. Tálalás:
o Tálald a sonkás-brokkolis rántottát azonnal, a friss pirítós mellé.",https://drive.google.com/thumbnail?id=1Y8-F00kPovivN1VQ7WzoYQMRzmm4CfYp,18,24,17,Skálázható,,
251,"Sonkás-Paprikás ""Hash"" Kovászos Kenyérrel","1. A pulykamell sonkát, a paprikát és a teljes kiőrlésű kovászos kenyeret vágd apró, nagyjából egyforma méretű kockákra.
2. Egy közepes méretű serpenyőben hevítsd fel a kókuszolajat közepes lángon.
3. Add hozzá a sonkakockákat és a kenyérkockákat. Gyakran kevergetve pirítsd őket együtt kb. 4-6 percig, amíg a sonka kissé megpirul és a kenyérkockák ropogósak, aranyszínűek lesznek.
4. Add a serpenyőhöz a paprika kockákat. Szórd meg füstölt paprikával, ízlés szerint sóval és borssal.
5. Pirítsd tovább az egészet együtt további 5-7 percig, időnként megkeverve, amíg a paprika megpuhul és az ízek összeérnek.
6. Azonnal, melegen tálald.",https://drive.google.com/thumbnail?id=18t51PsyMu7USMlcGocL_mmzLzPQGvqtr,18,14,7,Nem skálázható,,
252,Sonkás-Paradicsomos Omlett Kovászos Pirítóssal,"1. Előkészítés:
o A pulykamell sonkát és a paradicsomot vágd apró kockákra.
o A friss bazsalikomot mosd meg és aprítsd finomra.
o A teljes kiőrlésű kovászos kenyérszeletet pirítsd meg kenyérpirítóban vagy száraz serpenyőben ropogósra.
2. Tojás felverése: Egy kis tálban verd fel a tojásokat villával. Ízesítsd sóval és frissen őrölt fekete borssal.
3. Omlett készítése:
o Egy közepes méretű, tapadásmentes serpenyőben hevítsd fel a kókuszolajat közepes lángon.
o Add hozzá az apróra vágott pulykamell sonkát és paradicsomot. Párold együtt kb. 2-3 percig, amíg a paradicsom kissé megpuhul és a sonka átmelegszik.
o Öntsd a felvert tojásokat a sonkás-paradicsomos alapra a serpenyőben. Szórd meg a tetejét az aprított friss bazsalikommal.
o Süsd az omlettet közepes vagy alacsonyabb-közepes lángon. Hagyd, hogy az alja és a széle megszilárduljon. Ha szeretnéd, hogy a közepe is átsüljön anélkül, hogy az alja megégne, egy spatulával óvatosan emeld meg a széleit, és döntsd meg a serpenyőt, hogy a folyós tojásrész alá tudjon folyni. Vagy egyszerűen süsd fedő alatt alacsony lángon, amíg a teteje is megszilárdul.
o Süsd addig, amíg a teteje már majdnem szilárd, de még kissé lágy (vagy ahogy szereted). Ha kívánod, itt félbe is hajthatod.
4. Tálalás:
o Csúsztasd az elkészült sonkás-paradicsomos omlettet egy tányérra, és tálald azonnal a friss pirítós mellé.",https://drive.google.com/thumbnail?id=1wYzgBKSNj_cl7hictJkzxM23OdSWqYfp,13,23,17,Skálázható,,
